Event	ID	Name			Wwise Object Path	Notes
	778438783	PropulsorBounce			\Default Work Unit\Lvl_1\SFX_Lvl_1\PropulsorBounce	
	857272499	AmbFire			\Default Work Unit\Lvl_1\SFX_Lvl_1\AmbFire	
	2773708536	AmbAcidStream			\Default Work Unit\Lvl_1\SFX_Lvl_1\AmbAcidStream	
	3640817996	AmbAcidPipe			\Default Work Unit\Lvl_1\SFX_Lvl_1\AmbAcidPipe	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	194541887	AmbAcidPipesImpacts2_028	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\1F\{1FE5410F-7EC1-F559-29CA-A2DF72F1B6B4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_028		1133112
	203377699	AmbAcidPipesImpacts2_013	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\16\{166C861B-EF89-CBC2-A307-E3023660B865}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_013		609580
	206110804	AmbAcidPipesImpacts1_014	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\1D\{1DA28BB9-DED4-3FF3-6CF0-E1EC45C54481}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_014		778384
	209571732	AmbAcidPipesImpacts1_012	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\CE\{CEEA6532-FFC9-063D-2BE5-1F3C493AE12F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_012		824900
	226915002	AmbAcidPipesImpacts2_009	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\E0\{E0A71B5C-64AA-1F31-C821-BB174308A3D1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_009		774064
	270755844	AmbAcidStream_005	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\90\{904A0554-A3E8-23D3-4809-AB408A4F3D7D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidStreams\AmbAcidStream_005		7554812
	298927861	AmbAcidPipesImpacts1_003	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\39\{39252B42-310B-8990-FB01-BC6A928E002E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_003		816476
	306955374	AmbAcidPipesImpacts2_003	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\A4\{A4D97611-2D08-FAF1-2CEF-F6F792486602}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_003		1082664
	316122593	AmbAcidPipesImpacts1_004	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\00\{001FE22C-9D64-141A-D8F0-1DDE781C1BC1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_004		779392
	318554407	AmbAcidPipesImpacts2_024	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\FB\{FB73AB76-7958-FE90-7988-7FA4C6869486}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_024		880080
	333160600	AmbAcidPipesImpacts1_017	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\8E\{8E439E04-2A61-CBEC-5027-9B9E30D92FFD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_017		825476
	334946056	AmbAcidPipesImpacts1_009	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\E1\{E14B6453-3E36-8674-D990-95A8F9DA24CC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_009		746832
	340490636	AmbAcidPipesImpacts2_027	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\0E\{0EE22925-10C3-255F-C286-7A4E87CDFDB7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_027		1125844
	356249650	AmbAcidPipesImpacts2_019	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\55\{55BE9BCE-B3A6-D1C0-40BC-2B5AA19C7419}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_019		925404
	370264577	AmbAcidStream_004	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\13\{1342E0C8-8BA3-C15A-7DA2-31DCFCBF75DB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidStreams\AmbAcidStream_004		8186320
	376895675	AmbAcidPipesImpacts1_011	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\53\{534E7BD4-3F7F-8B4B-8F62-53520DF2FFA7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_011		809064
	394391360	AmbAcidPipesImpacts2_002	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\E2\{E2E7D3CB-0E71-6ED2-59FB-150DD6B406B2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_002		980576
	428057301	AmbAcidPipesImpacts1_024	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\46\{463899FF-FBCC-1203-6B47-71B2E2D9A60F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_024		794608
	520038629	AmbAcidPipesImpacts2_001	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\CA\{CAB1AC67-3EC4-D26A-8C61-2CB2F8E8EFFD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_001		1024604
	538690812	AmbAcidPipesImpacts1_018	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\BB\{BB1204FF-5A47-7656-C64E-8A5FB6127E22}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_018		822400
	555670358	AmbAcidPipesImpacts1_007	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\27\{273E3906-E84F-E369-E4F6-95012AC404CA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_007		802212
	566350398	AmbAcidPipesImpacts2_026	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\68\{68B04A57-B824-9114-D1F1-1218BCDBC051}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_026		1091768
	577405053	PropulsorBounce_001	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\95\{9527A67C-D45D-A32B-FC31-131D72F9F0AA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\SFX\PropulsorBounce\PropulsorBounce_001		331200
	579559471	AmbAcidPipesImpacts1_010	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\1A\{1A7F1A0D-D4B8-A065-0947-99CC2582DAF6}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_010		852024
	579789702	AmbAcidPipesImpacts2_012	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\90\{90D399F8-FD3D-3E58-2C59-95B5DD4E0984}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_012		631812
	582105018	AmbAcidPipesImpacts2_015	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\D6\{D6DB4426-5BF9-C37A-CD2B-9E172299C3A5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_015		993444
	602574507	AmbAcidPipesImpacts1_019	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\7A\{7A2248EC-8907-2AEC-8987-397BCE02FE81}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_019		795156
	602736278	AmbAcidPipesImpacts1_006	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\C5\{C5AEB448-4C5F-3EE8-3AFC-A1FEA88C3DA1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_006		847944
	602981171	AmbAcidPipesImpacts2_022	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\18\{18F1DE02-D741-0CC5-9D9F-B3BCF9F0CF10}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_022		863172
	667737011	AmbAcidPipesImpacts1_005	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\27\{27618826-CDEA-092B-3FB8-9F4C3C412B00}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_005		847264
	675133473	AmbAcidPipesImpacts2_023	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\24\{249AC26F-51F9-FBDF-D445-0F4DE4E72A86}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_023		947180
	687226501	AmbAcidPipesImpacts1_015	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\1F\{1FABA95E-A605-62A3-16ED-358C82AE1C8F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_015		771668
	713654098	AmbAcidPipesImpacts1_002	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\D4\{D4BE611C-BB14-E34B-542E-D79AB1055438}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_002		820240
	714564523	AmbAcidPipesImpacts2_017	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\9F\{9FDE7AA4-75E7-0B3B-5B47-1801EEDC4111}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_017		834456
	733559437	AmbAcidPipesImpacts1_022	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\59\{5902598A-A1FC-1820-E344-03C91C79BC52}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_022		824784
	753037548	AmbAcidPipesImpacts1_001	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\20\{204E8ACD-F01D-8EFC-9335-AF745C09D1C3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_001		859924
	757145714	AmbAcidPipesImpacts2_031	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\FB\{FB03B334-052C-A6B3-78C6-11F0B63D758C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_031		931408
	763218352	AmbAcidPipesImpacts2_011	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\FC\{FC0935FE-B6D8-D4BD-8666-07BB6B5D0F0C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_011		722804
	781123289	AmbFire_002	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\3B\{3B1707C9-969F-7B92-B9E3-77FDB20DC9AE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbFire\AmbFire_002		13058328
	781901488	AmbAcidPipesImpacts2_014	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\76\{76F52338-1DC0-276A-E71D-6EBD5F934996}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_014		634816
	782662004	PropulsorBounce_003	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\F3\{F3FEDA8F-AF08-2C4F-6158-FE143D671AFD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\SFX\PropulsorBounce\PropulsorBounce_003		331200
	798195727	AmbAcidPipesImpacts2_010	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\88\{8869D3FC-9AE4-FB6F-2295-493E06A5927A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_010		671700
	801027330	AmbAcidPipesImpacts1_021	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\40\{40FEBC8A-CA9C-28B5-0A5F-3DD5FAB2B367}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_021		766384
	833462405	AmbAcidStream_003	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\FC\{FC140BA5-9710-3FE3-EC4F-C22DB6B91C3C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidStreams\AmbAcidStream_003		8992220
	843237206	AmbAcidPipesImpacts2_004	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\E3\{E3F8EE45-42B0-C5E7-617B-DE9C7F856878}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_004		726856
	856387585	AmbAcidPipesImpacts1_023	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\8A\{8AF62E8B-2CEC-738E-F3A2-BF8528E442E2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts1\AmbAcidPipesImpacts1_023		790240
	861232703	AmbAcidStream_001	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\6B\{6B22ECC5-0091-9D91-A410-D9B092509214}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidStreams\AmbAcidStream_001		8758224
	861997607	AmbAcidPipesImpacts2_021	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\05\{0583C842-470E-8C36-E332-188A24B0953A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_021		949872
	889923283	AmbAcidPipesImpacts2_018	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\49\{49928DB6-E712-AD05-6F5F-425AC5AE448F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_018		1058848
	911001552	AmbAcidPipesImpacts2_007	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\A1\{A157DD74-BE43-008F-08D6-0EF5DF9F45C0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_007		1221088
	930980178	AmbAcidPipesImpacts2_008	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\EB\{EBF6D4C0-03BD-0E11-14EE-A02CEA3CC6A0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_008		1124252
	969703663	AmbFire_001	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\E6\{E6AF6EF6-3B16-2E62-24FE-87A86612258A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbFire\AmbFire_001		14087148
	997294269	AmbAcidPipesImpacts2_030	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\5C\{5C46855C-8A83-894E-65CE-8C6CA32FA9E1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_030		952524
	1015983070	AmbAcidStream_002	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\37\{375FC76F-AD9D-370D-D8B0-894D2AAEE7AD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidStreams\AmbAcidStream_002		7855668
	1044752249	AmbAcidPipesImpacts2_006	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\1E\{1E036897-A776-ADFD-9CDB-E25613F4DC16}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_006		1344476
	1061482636	AmbAcidPipesImpacts2_020	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\D0\{D0A78855-4857-55E2-EA52-A7B9CD0AC746}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipesImpacts2\AmbAcidPipesImpacts2_020		684396

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	32135626	AmbAcidPipes	C:\Unity\TSDV-ProduccionDeVideojuegosV-Project\TSDV-ProduccionDeVideojuegosV-Project_WwiseProject\.cache\3C\{3CAC8894-4810-5EA1-A1B0-BA0E7DD2721D}.wem	32135626.wem	\Actor-Mixer Hierarchy\Default Work Unit\Lvl_1\Ambs\AmbAcidPipesSum\AmbAcidPipes	

